,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
1629,"Financial, Credit Services",,01/07/2011,01/06/2012,2946,26,2881.0
1630,"Legal, Lawyer Real Estate",,01/07/2011,01/07/2013,2352,26,31.0
1631,"Financial, Foreign Exchange",,01/08/2011,05/02/2013,2930,26,2881.0
1632,"Printing, Printing Services",,01/09/2011,01/10/2014,445,26,1309.0
1633,"Appliances, Household Appliances Sales & Service",,01/09/2011,01/09/2012,1913,26,1309.0
1634,"Cleaning, Cleaning Services",,01/09/2011,01/09/2012,2012,26,716.0
1635,"Mortgage, Mortgage Broker",,01/10/2011,01/10/2013,1453,26,2280.0
1636,"Accounting, Professional Accountant",,01/10/2011,01/05/2014,980,26,31.0
1637,"Alternative Medicine, Nutritionist",,01/10/2011,01/10/2012,96,26,1309.0
1638,"Trades, Cabinets: Kitchen and Bathroom",,01/10/2011,01/10/2012,2035,26,789.0
1639,"Photography, Photographer",,01/12/2011,01/12/2012,4,26,
1640,"Furniture, Furniture Repair/Restoration",,01/01/2012,14/06/2013,1415,26,2421.0
1641,"Flowers, Florist",,01/02/2012,01/02/2013,2725,26,2930.0
1642,"Office, Office Supplies",,01/02/2012,01/02/2013,755,26,2930.0
1643,"Landscaping, Landscaping: Design & Construction",,01/03/2012,01/03/2013,1230,26,254.0
1644,"Trades, Exterior: Siding/Windows/Doors",,01/05/2012,01/05/2013,1039,26,4.0
1645,"Marketing, Promotional Products",,01/05/2012,01/05/2013,2878,26,2012.0
1646,"Health & Wellness, Pilates Fitness Trainer",,01/05/2012,01/05/2013,1658,26,96.0
1647,"Furniture, Furniture Sales",,01/07/2012,01/07/2013,2361,26,2930.0
1648,"Health & Wellness, Family Counsellor",,01/07/2012,01/07/2013,1067,26,2881.0
1649,"Health & Wellness, Fitness Trainer",,01/08/2012,01/08/2013,428,26,96.0
1650,"Alternative Medicine, Naturopathic Doctor",,01/09/2012,01/09/2013,1880,26,428.0
1651,"Information Technology, Information Technology",,01/10/2012,01/02/2014,1432,26,31.0
1652,"Real Estate, Commercial Real Estate Representative",,01/10/2012,01/10/2013,302,26,1415.0
1653,"Information Technology, Web Design",,01/10/2012,01/03/2014,1095,26,2930.0
1654,"Consulting, Human potential development and management",,01/09/2012,01/09/2013,1715,26,2930.0
1655,"Medical, Pharmacist",,01/11/2012,01/11/2013,2555,26,2177.0
1656,"Medical, Dentist",,01/01/2013,01/06/2014,2880,26,2555.0
1657,"Alternative Medicine, Clinical Hypnotherapist",,01/02/2013,01/02/2014,2433,26,2930.0
1658,"Insurance, Life,Health and Disability Insurance",,01/02/2013,01/09/2014,2505,26,31.0
1659,"Media, Video Productions",,01/03/2013,01/03/2014,2815,26,
1660,"Financial, Investment Advisor",,01/03/2013,01/10/2014,2753,26,
1661,"Media, Social Media",,01/03/2013,01/02/2014,1385,26,
1662,"Interior, Interior Design Residential",,01/05/2013,01/12/2014,2675,26,
1663,"Trades, Painter",,01/05/2013,01/10/2014,820,26,31.0
1664,"Mortgage, Mortgage Broker",,01/05/2013,01/12/2014,1252,26,1415.0
1665,"Legal, Paralegal",,01/07/2013,01/02/2015,1484,26,31.0
1666,"Health & Wellness, Fitness Trainer",,01/07/2013,01/02/2015,1285,26,2753.0
1667,"Trades, Plumber",,30/07/2013,01/01/2015,1090,26,31.0
1668,"Real Estate, Real Estate Sales Representative Residential",,28/10/2013,01/03/2015,1475,26,2753.0
1669,"Real Estate, Real Estate Sales Representative Residential",,28/10/2013,01/12/2014,2073,26,1327.0
1670,"Medical, Chiropractor",,20/11/2013,01/03/2015,1555,26,1285.0
1671,"Unknown, BNIW_Null",,01/02/2014,01/02/2015,1356,26,
1672,"Coach, Business Coach",,27/02/2014,01/02/2014,2946,26,2647.0
1673,"Cleaning, Commercial Cleaning",,01/06/2011,01/06/2012,322,5,
1674,"Medical, Home Nursing Care",,01/06/2011,01/06/2012,386,5,
1675,"Food/Beverages, Restaurant",,01/06/2011,01/06/2012,141,5,
1676,"Health & Wellness, Chiropractor","Mentoring Coordinator, Member",01/06/2011,01/08/2022,2083,5,
1677,"Insurance, Property & Casualty Insurance",,01/06/2011,01/06/2012,2799,5,
1678,"Trades, Roofing",,01/06/2011,01/06/2012,787,5,
1679,"Photography, Photographer",,01/06/2011,01/06/2013,2683,5,
1680,"Graphic Design, Graphic Designer",,01/06/2011,01/06/2012,124,5,
1681,"Accounting, Bookkeeper",,01/06/2011,01/02/2014,1900,5,
1682,"Accounting, Auditor",,01/06/2011,01/03/2013,1427,5,
1683,"Insurance, Life,Health and Disability Insurance",,01/06/2011,01/10/2014,1132,5,
1684,"Coach, Business Coach",,01/06/2011,01/08/2012,999,5,
1685,"Accounting, Personal Tax Accounting",,01/06/2011,01/11/2012,560,5,
1686,"Insurance, Life,Health and Disability Insurance",,01/06/2011,01/06/2012,1920,5,
1687,"Mortgage, Mortgage Broker",,01/06/2011,01/06/2012,2907,5,
1688,"Real Estate, Real Estate Sales Representative Residential",,01/06/2011,01/09/2014,2908,5,
1689,"Computer, Computer Service",,01/06/2011,01/06/2013,1207,5,
1690,"Telecommunications, Telecommunication: cabling networks",,30/05/2011,01/06/2012,809,5,
1691,"Advertising, Print Advertising",,01/07/2011,01/07/2012,354,5,1132.0
1692,"Trades, Electrician",,01/07/2011,01/07/2012,1542,5,
1693,"Travel, Travel Agent/Consultant",,01/07/2011,01/07/2012,2510,5,
1694,"Advertising, Radio Advertising",,01/07/2011,01/07/2012,2819,5,
1695,"Printing, Printer",,01/07/2011,01/07/2012,2000,5,
1696,"Automotive, Automotive Body Shop",,01/07/2011,01/07/2012,678,5,
1697,"Trades, Painter",,01/07/2011,01/07/2012,2833,5,
1698,"Cleaning, Commercial Cleaning",,19/07/2011,01/06/2012,2946,5,
1699,"Cleaning, Residential Cleaning",,19/07/2011,01/03/2013,2754,5,
1700,"Health & Wellness, Fitness Trainer",,01/08/2011,01/08/2012,357,5,2083.0
1701,"Insurance, Insurance Broker",,01/08/2011,01/08/2012,2070,5,
1702,"Legal, Lawyer Real Estate",,01/07/2011,01/07/2011,620,5,2908.0
1703,"Alternative Medicine, Naturopathic Doctor",,01/10/2011,01/10/2012,2481,5,
1704,"Window, Window Treatment",,01/11/2011,01/11/2012,1510,5,809.0
1705,"Mortgage, Mortgage Agent",,01/11/2011,01/11/2012,1495,5,
1706,"Office, Office Equipment",,01/06/2011,01/05/2012,279,5,
1707,"Food/Beverages, Food-Beverage Services",,01/12/2011,01/12/2012,1057,5,
1708,"Trades, Windows & Doors",,01/12/2011,01/12/2012,552,5,1510.0
1709,"Health & Wellness, Massage Therapist",,01/12/2011,01/12/2012,2656,5,809.0
1710,"Insurance, Life Insurance",,01/12/2011,01/12/2012,1015,5,
1711,"Insurance, Insurance Broker",,01/02/2012,01/02/2014,2295,5,
1712,"Landscaping, Lawn Care",,01/03/2012,01/03/2013,2484,5,
1713,"Health & Wellness, Massage Therapist",,01/04/2012,01/04/2013,2333,5,
1714,"Trades, Flooring and Carpets",,01/04/2012,01/04/2013,1578,5,
1715,"Pest Control, Pest Control",,01/05/2012,01/05/2013,1545,5,
1716,"Financial, Investment Advisor",,01/06/2012,01/08/2014,699,5,2908.0
1717,"Alternative Medicine, Acupuncture",,01/08/2012,01/08/2013,164,5,
1718,"Medical, Dentist",,01/08/2012,01/08/2013,412,5,
1719,"Mortgage, Mortgage Agent",,01/09/2012,01/02/2015,607,5,1900.0
1720,"Trades, Renovations-Remodeling",,01/09/2012,01/09/2013,1158,5,2083.0
1721,"Legal, Lawyer Real Estate",,01/09/2012,01/11/2015,1231,5,2908.0
1722,"Construction, Builder/General Contractor",Member,01/09/2012,01/03/2022,2916,5,
1723,"Trades, Electrician",,01/09/2012,01/09/2013,1280,5,2484.0
1724,"Real Estate, Home Inspector",,01/10/2012,01/10/2013,1525,5,607.0
1725,"Health & Wellness, Pilates Fitness Trainer",,01/11/2012,01/11/2013,869,5,2083.0
1726,"Accounting, Accountant",,01/02/2013,01/11/2014,2444,5,1231.0
1727,"Security, Locksmith",,01/02/2013,01/02/2014,568,5,2916.0
1728,"Unknown, BNIW_Null",,01/05/2013,01/08/2014,2763,5,
1729,"Medical, Dentist",,01/05/2013,01/10/2014,2509,5,2083.0
1730,"Gifts, Gift Baskets",,01/05/2013,01/05/2014,2009,5,
1731,"Coach, Business Coach",,01/06/2013,01/07/2014,2564,5,607.0
1732,"Financial, Banker: Business Development /Loans",,01/07/2013,01/01/2015,1851,5,2295.0
1733,"Insurance, Insurance Broker",,16/08/2013,01/01/2015,472,5,1132.0
1734,"Employment, Human Resources",,16/08/2013,01/01/2015,865,5,
1735,"Unknown, BNIW_Null",,23/08/2013,01/02/2015,891,5,1231.0
1736,"Financial, Investment Advisor",,01/10/2013,01/01/2015,442,5,2509.0
1737,"Food/Beverages, Food-Beverage Products",,17/10/2013,01/09/2017,1616,5,
1738,"Trades, Builder: Residential",,21/10/2013,01/01/2016,547,5,2908.0
1739,"Health & Wellness, Health & Wellness Products",,01/11/2013,01/01/2015,2857,5,2083.0
1740,"Financial, Debt Restructuring",,23/11/2013,01/01/2015,2378,5,1616.0
1741,"Travel, Travel Agent/Consultant",,23/11/2013,01/01/2015,2856,5,
1742,"Medical, Psychologist",,01/12/2013,01/12/2014,2537,5,
1743,"Printing, Printer",,01/12/2013,01/12/2014,2231,5,2083.0
1744,"Financial, Investments: Gold, Silver, Diamonds",,01/12/2013,01/12/2016,260,5,1616.0
1745,"Trades, Electrician",,01/03/2014,01/03/2015,268,5,607.0
1746,"Health & Wellness, Fitness Trainer",,01/04/2014,01/04/2015,331,5,
1747,"Trades, Plumber",,01/05/2014,01/05/2015,1249,5,
1748,"Coach, Business Coach",,01/06/2014,01/12/2019,2336,5,
1749,"Trades, Electrical Contractor",,01/06/2014,01/06/2020,221,5,1616.0
1750,"Financial, Investment Advisor",,01/06/2014,01/01/2016,2121,5,
1751,"Real Estate, Real Estate Sales Representative Residential",,27/05/2014,01/09/2014,2946,5,
1752,"Flowers, Florist",,01/09/2014,01/09/2015,2048,5,1616.0
1753,"Mortgage, Mortgage Broker",,01/09/2014,01/09/2015,2436,5,1616.0
1754,"Insurance, Life,Health and Disability Insurance",,01/09/2014,01/09/2017,2475,5,1616.0
1755,"Interior, Interior Design Residential",,01/09/2014,01/09/2015,2236,5,2378.0
1756,"Legal & Accounting, Bookkeeping",Member,01/10/2014,01/10/2021,1837,5,2475.0
1757,"Financial, Business Financing",,01/10/2014,01/10/2015,91,5,472.0
1758,"Accounting, Accountant",,01/10/2014,01/10/2015,1148,5,1231.0
1759,"Health & Wellness, Fitness Trainer",,01/12/2014,01/06/2017,337,5,2336.0
1760,"Window, Window Blinds",,01/01/2015,01/01/2017,1675,5,1616.0
1761,"Information Technology, Web Design",,01/02/2015,01/02/2016,764,5,1837.0
1762,"Printing, Printing Services",,01/02/2015,01/02/2016,2534,5,
1763,"Consulting, Lobbyist",,01/02/2015,01/02/2016,1424,5,260.0
1764,"Construction, Flooring",Member,01/04/2015,01/09/2021,948,5,91.0
1765,"Finance & Insurance, Residential Mortgages","Membership Committee, Member",01/04/2015,01/04/2021,2063,5,1231.0
1766,"Real Estate, Property Management",,01/05/2015,01/05/2016,1655,5,1837.0
1767,"Photography, Photographer",,01/05/2015,01/05/2016,205,5,
1768,"Insurance, Property & Casualty Insurance",,01/05/2015,01/05/2016,1651,5,2475.0
1769,"Trades, Heating & A/C",,01/05/2015,01/11/2018,2774,5,221.0
1770,"Trades, Plumber",,01/05/2015,01/05/2016,1351,5,2336.0
1771,"Employment, Employment Services",,01/05/2015,01/05/2016,1152,5,260.0
1772,"Gifts, Gift Baskets",,01/07/2015,01/07/2016,2079,5,2083.0
1773,"Health & Wellness, Massage Therapist",,01/08/2015,01/08/2016,2270,5,
1774,"Financial, Debt Restructuring",,01/08/2015,01/08/2016,1805,5,1616.0
1775,"Health & Wellness, Products",,01/09/2015,01/09/2016,2065,5,1837.0
1776,"Trades, Builder-Residential",,01/10/2015,01/10/2017,1229,5,1675.0
1777,"Alternative Medicine, Naturopath",,01/12/2015,01/12/2016,549,5,2475.0
1778,"Photography, Photographer",,01/12/2015,01/12/2016,2529,5,2475.0
1779,"Trades, Roofing, Gutters, Siding",,01/12/2015,01/12/2016,1152,5,1152.0
1780,"Real estate services, Carpet, Upholstery Cleaner",Member,01/01/2016,01/07/2021,1533,5,260.0
1781,"Trades, Carpenter",,01/02/2016,01/02/2017,1812,5,2916.0
1782,"Trades, Plumber",,01/02/2016,01/02/2020,1509,5,1229.0
1783,"Insurance, Commercial Insurance Agent",,01/02/2016,01/02/2017,1247,5,2063.0
1784,"Trades, Cabinets & Closets",,01/02/2016,01/08/2017,152,5,221.0
1785,"Accounting, Tax Prepare",,01/02/2016,01/02/2020,824,5,260.0
1786,"Car & Motorcycle, Auto/Car Parts & Accessories",,01/03/2016,01/03/2021,2760,5,
1787,"Security, Security Services",,01/04/2016,01/04/2017,1964,5,260.0
1788,"Financial, Investments: Gold, Silver, Diamonds",,01/04/2016,01/03/2018,282,5,260.0
1789,"Trades, Painter",,01/04/2016,01/10/2018,1248,5,1812.0
1790,"Appearance, Cosmetics makeup",,01/04/2016,01/04/2017,106,5,2529.0
1791,"Health & Wellness, Nutritional Supplements",,01/04/2016,01/04/2017,1362,5,337.0
1792,"Real estate services, Commercial Real Estate",Member,01/04/2016,01/10/2021,1251,5,221.0
1793,"Health & Wellness, Health & Wellness Products",,01/04/2016,01/04/2018,1192,5,
1794,"Health & Wellness, Massage Therapist",,01/05/2016,01/05/2017,816,5,1362.0
1795,"Information Technology, I.T. Specialist",,01/05/2016,01/05/2017,108,5,1616.0
1796,"Associations, Non-Profit Organization",,01/05/2016,01/05/2018,1470,5,1616.0
1797,"Finance & Insurance, Commercial Insurance",Member,01/05/2016,01/08/2021,2398,5,1247.0
1798,"Insurance, Employee Benefits-Group",,01/05/2016,01/05/2018,1211,5,2475.0
1799,"Health & Wellness, Water Purification",,01/06/2016,01/06/2017,970,5,2336.0
1800,"Retail, Office Equipment/Machines","Secretary / Treasurer, Member",01/06/2016,01/12/2021,2721,5,337.0
1801,"Alternative Medicine, Osteopath",,01/08/2016,01/08/2017,2184,5,1362.0
1802,"Real Estate, Building Inspector",,01/08/2016,01/08/2017,45,5,
1803,"Marketing, Digital Marketing",,01/08/2016,01/08/2017,1879,5,2529.0
1804,"Health & Wellness, Massage Therapist",,01/08/2016,01/08/2018,2184,5,
1805,"Other, Other",,01/09/2016,01/09/2017,2910,5,
1806,"Security, Security Services",,01/09/2016,01/09/2019,1681,5,1251.0
1807,"Legal, Corporate Law",,01/10/2016,01/10/2017,683,5,2063.0
1808,"Legal & Accounting, Business Law","Visitor Host, Member",01/10/2016,01/04/2021,682,5,2063.0
1809,"Trades, Builder: Residential",,01/10/2016,01/11/2016,1229,5,1675.0
1810,"Health & Wellness, Fitness Trainer",,01/11/2016,01/05/2018,2840,5,337.0
1811,"Cleaning, Commercial Cleaning",,01/11/2016,01/11/2017,1048,5,337.0
1812,"Automotive, Automotive Mechanical Service",,01/12/2016,01/12/2018,16,5,2774.0
1813,"Trades, Roofing",,01/12/2016,01/12/2017,633,5,
1814,"Photography, Photographer",,01/12/2016,01/12/2017,2529,5,
1815,"Window, Window Blinds",,01/01/2017,01/01/2019,2190,5,1837.0
1816,"Finance & Insurance, Financial Advisor/Financial Planner","Visitor Host, Member",01/03/2017,01/09/2021,1106,5,2760.0
1817,"Construction, Cabinet Maker",Member,01/03/2017,01/09/2021,103,5,948.0
1818,"Health & Wellness, Nutritionist",,01/04/2017,01/04/2018,1728,5,2475.0
1819,"Legal, Lawyer Real Estate",,01/04/2017,01/04/2018,1231,5,
1820,"Real Estate, Real Estate Sales Representative Residential",,01/04/2017,01/04/2018,2908,5,
1821,"Cleaning, Dry Cleaning",,01/06/2017,01/06/2019,2452,5,948.0
1822,"Senior Services, Retirement Community",,01/06/2017,01/06/2018,239,5,2184.0
1823,"Insurance, Property & Casualty",,01/08/2017,01/02/2019,1018,5,559.0
1824,"Appliances, Vacuum Cleaner Sales & Service",,01/09/2017,01/09/2018,2854,5,2774.0
1825,"Animals, Pet Services",,01/10/2017,01/10/2019,2296,5,1251.0
1826,"Real Estate, Home Inspector",,01/10/2017,01/10/2018,2449,5,2774.0
1827,"Insurance, Life,Health and Disability Insurance",,01/11/2017,01/11/2018,1920,5,2063.0
1828,"Signs, Sign Company",,01/11/2017,01/11/2018,1845,5,221.0
1829,"Office, Office Supplies",,01/01/2018,01/01/2019,977,5,1251.0
1830,"Trades, Builder-Residential",,01/01/2018,01/01/2019,1576,5,2063.0
1831,"Health & Wellness, Spa",,01/02/2018,01/02/2019,1063,5,1728.0
1832,"Trades, General Contractor Residential",,01/02/2018,01/02/2019,2034,5,2916.0
1833,"Construction, Roofing & Gutters","Membership Committee, Member",01/04/2018,01/10/2021,1742,5,1018.0
1834,"Facilities, Event Facilities",,01/04/2018,01/04/2019,925,5,2184.0
1835,"Marketing, Marketing Strategy",,01/05/2018,01/11/2019,1363,5,2452.0
1836,"Marketing, Sign Maker",,01/05/2018,01/05/2020,584,5,1251.0
1837,"Real estate services, Residential Real Estate Agent",Member,01/06/2018,01/06/2021,1897,5,2336.0
1838,"Information Technology, Internet Technology and Security Services",,01/06/2018,01/06/2019,649,5,1837.0
1839,"Organizations & Others, Non-Profits/Fundraising Organizations","Visitor Host, Member",01/08/2018,01/01/2022,484,5,977.0
1840,"Automotive, Automotive Body Shop",,01/08/2018,01/08/2019,2297,5,1509.0
1841,"Trades, General Contractor",,01/09/2018,01/09/2019,2184,5,
1842,"Trades, General Contractor",,01/09/2018,01/09/2019,2184,5,
1843,"Administrative, Virtual Assistant",,01/10/2018,01/10/2019,1229,5,2063.0
1844,"Insurance, Life,Health and Disability Insurance",,01/11/2018,01/11/2019,1275,5,1106.0
1845,"Finance & Insurance, Life,Health and Disability Insurance","Member, Chapter Webmaster",01/11/2018,01/11/2021,173,5,2184.0
1846,"Accounting, Chartered Professional Accountant (CPA)",,01/11/2018,01/11/2019,334,5,2063.0
1847,"Insurance, Life,Health and Disability Insurance",,01/11/2018,01/11/2019,2702,5,2063.0
1848,"Real Estate, Building Inspector",,01/11/2018,01/11/2019,616,5,2336.0
1849,"Office, Office Supplies","President, Member",01/12/2018,01/12/2019,1635,5,1251.0
1850,"Finance & Insurance, Supplemental Insurance",Member,01/12/2018,01/06/2021,490,5,2336.0
1851,"Trades, General Contractor: Fire & Flood Restoration",,01/12/2018,01/12/2019,1503,5,1509.0
1852,"Car & Motorcycle, Auto/Car Detailing","Membership Committee, Member",01/12/2018,01/12/2021,2057,5,1509.0
1853,"Office, Office Furnishings & Layout",,01/01/2019,01/01/2020,2186,5,2721.0
1854,"Accounting, Chartered Professional Accountant (CPA)",,01/12/2018,01/12/2019,1605,5,16.0
1855,"Cleaning, Restoration Cleaning",,01/01/2019,01/01/2020,1473,5,484.0
1856,"Financial, Business Financing",,01/01/2019,01/01/2020,90,5,1509.0
1857,"Finance & Insurance, Property & Casualty Insurance",,01/01/2019,01/07/2021,2566,5,
1858,"Window, Window Treatment",,01/01/2019,01/01/2020,2717,5,2190.0
1859,"Trades, Handyman",,01/01/2019,01/01/2020,2565,5,1533.0
1860,"Construction, Builder/General Contractor","Membership Committee, Member",01/02/2019,01/02/2022,369,5,2184.0
1861,"Retail, Office Supplies","President, Member",01/12/2018,01/02/2021,1635,5,1251.0
1862,"Automotive, Automotive Sales and Service",,01/02/2019,01/02/2020,2055,5,584.0
1863,"Trades, Painter",,01/02/2019,01/04/2020,2516,5,584.0
1864,"Business, Business Broker",,01/02/2019,01/04/2020,2705,5,1251.0
1865,"Real estate services, Cleaning Service","Visitor Host, Member",01/02/2019,01/02/2022,1076,5,649.0
1866,"Marketing, Promotional Products",,01/02/2019,01/02/2020,2324,5,173.0
1867,"Financial, Investment Advisor",,01/02/2019,01/02/2020,2107,5,
1868,"Trades, Electrician",,01/03/2019,01/02/2020,1260,5,2184.0
1869,"Advertising & Marketing, Web Design","Membership Committee, Member",01/04/2019,01/10/2021,1810,5,221.0
1870,"Marketing, Print Advertising",,01/04/2019,01/04/2020,354,5,103.0
1871,"Retail, Utilities",,01/05/2019,01/05/2020,1050,5,584.0
1872,"Furniture, Custom Furniture",,01/07/2019,01/07/2020,163,5,2721.0
1873,"Construction, Plumbing","Visitor Host, Member",01/07/2019,01/07/2021,2624,5,2184.0
1874,"Accounting, Tax Prepare",,01/08/2019,01/08/2020,2049,5,2398.0
1875,"Furniture, Custom Furniture",,01/08/2019,01/03/2020,163,5,2721.0
1876,"Trades, Handyman",,01/09/2019,01/09/2020,1559,5,
1877,"Consulting, Building consultant",,01/09/2019,01/09/2020,2935,5,
1878,"Trades, Garage Doors",,01/09/2019,01/09/2020,589,5,
1879,"Automotive, Automotive Sales and Service",,01/10/2019,01/10/2020,1932,5,2296.0
1880,"Consulting, Business Consultant",Member,01/10/2019,01/10/2021,2184,5,
1881,"Media, Videographer",,01/10/2019,01/10/2020,2222,5,1897.0
1882,"Health & Wellness, Massage Therapist",,01/10/2019,01/10/2020,1806,5,2083.0
1883,"Media, Videographer",,01/11/2019,01/11/2020,2222,5,1897.0
1884,"Information Technology, IT Professional Services","Vice President, Member",01/11/2019,01/11/2020,2822,5,369.0
1885,"Advertising & Marketing, Sign Company","Events Co-ordinator, Member",01/12/2019,01/12/2021,2228,5,354.0
1886,"Computer & Programming, IT Consultants","Vice President, Member",01/01/2020,01/01/2021,2822,5,369.0
1887,"Coach, Business Coach",,01/02/2020,01/02/2021,33,5,173.0
1888,"Coach, Business Coach",,01/02/2020,01/02/2021,33,5,173.0
1889,"Construction, Handyman","Visitor Host, Member",01/03/2020,01/03/2021,2731,5,1251.0
1890,"Construction, Electrician",Member,01/06/2020,01/06/2021,212,5,2184.0
1891,"Employment Activities, Administrative Services",Member,01/08/2020,01/08/2021,418,5,1810.0
1892,"Car & Motorcycle, Auto/Car Repair",Member,01/02/2021,01/02/2022,720,5,
1893,"Health & Wellness, Massage Therapist",Member,01/02/2021,01/02/2022,2202,5,1251.0
1894,"Legal & Accounting, Accounting Services",Member,01/02/2021,01/02/2022,1882,5,418.0
1895,"Finance & Insurance, Property & Casualty Insurance",Member,01/02/2021,01/02/2022,1018,5,1742.0
1896,"Health & Wellness, Hypnotherapist",Member,01/03/2021,01/03/2022,2821,5,
1897,"Coach, Business Coach",,27/07/2011,01/03/2017,2091,16,
1898,"Unknown, BNIW_Null",,27/07/2011,01/11/2012,842,16,1992.0
1899,"Insurance, Property & Casualty Insurance",,01/11/2011,01/12/2012,1679,16,
1900,"Medical, Chiropractor",,27/07/2011,01/05/2013,1180,16,
1901,"Accounting, Professional Accountant",,01/05/2012,01/05/2013,2071,16,2091.0
1902,"Financial, Invest. Specialist Stocks Bonds Mutual Funds",,27/07/2011,01/12/2016,2860,16,
1903,"Alternative Medicine, Naturopathic Doctor",,27/07/2011,01/08/2012,754,16,
1904,"Real Estate, Real Estate Sales Representative Residential",,27/07/2011,01/08/2012,201,16,2860.0
1905,"Accounting, Professional Accountant",,01/08/2011,01/08/2012,403,16,
1906,"Photography, Photographer",,27/07/2011,01/10/2014,1697,16,
1907,"Telecommunications, Wireless Service",,01/08/2011,01/08/2012,876,16,
1908,"Health & Wellness, Fitness Trainer",,01/08/2011,01/08/2012,969,16,2881.0
1909,"Insurance, Commercial Insurance Associate",,29/07/2011,01/08/2012,1864,16,
1910,"Legal, Lawyer Business",,01/08/2011,01/08/2012,2098,16,
1911,"Medical, Aesthetic/Cosmetic Medicine",,27/07/2011,01/08/2012,1746,16,
1912,"Interior, Interior Design Residential",,27/07/2011,01/08/2012,747,16,
1913,"Insurance, Employee Benefits-Group",,01/08/2011,01/08/2012,384,16,
1914,"Business, Business Advisor",,27/07/2011,01/08/2012,1603,16,
1915,"Real Estate, Commercial Real Estate Brokerage",,27/07/2011,01/08/2012,574,16,
1916,"Computer, Computer Sales & Service",,29/07/2011,01/08/2013,2142,16,
1917,"Mortgage, Mortgage Broker",,20/07/2011,01/12/2013,597,16,
1918,"Financial, Foreign Exchange",,05/02/2013,01/02/2015,2930,16,2881.0
1919,"Unknown, BNIW_Null",,01/08/2011,01/08/2012,1940,16,
1920,"Graphic Design, Graphic Designer",,01/09/2011,01/09/2012,795,16,2860.0
1921,"Unknown, BNIW_Null",,01/08/2011,01/08/2012,503,16,201.0
1922,"Insurance, Life Insurance",,01/09/2011,01/09/2012,928,16,2091.0
1923,"Event Planning, Event Planner",,01/09/2011,01/09/2012,95,16,
1924,"Accounting, Bookkeeper",,01/09/2011,01/09/2012,521,16,2091.0
1925,"Interior, Interior Design Residential",,01/09/2011,01/09/2012,1638,16,1603.0
1926,"Food/Beverages, Coffee Specialties",,01/10/2011,01/10/2012,2514,16,1697.0
1927,"Marketing, Marketing Strategy",,01/09/2011,01/02/2019,277,16,2091.0
1928,"Unknown, BNIW_Null",,01/10/2011,01/10/2012,1618,16,
1929,"Printing, Printing Services",,01/02/2012,20/02/2012,162,16,1697.0
1930,"Employment, Human Resources",,01/10/2011,01/10/2012,1225,16,384.0
1931,"Information Technology, Web Design",,01/10/2011,01/10/2012,2616,16,2860.0
1932,"Computer, Computer Software Consultant",,01/11/2011,01/11/2012,988,16,2091.0
1933,"Automotive, Automotive Repair",,01/11/2011,01/11/2015,383,16,754.0
1934,"Alternative Medicine, Acupuncture",,01/11/2011,01/11/2014,2681,16,
1935,"Flowers, Florist",,01/11/2011,01/10/2014,2299,16,1008.0
1936,"Consulting, Consultant Team Development",,01/12/2011,01/07/2016,2693,16,
1937,"Unknown, BNIW_Null",,01/12/2011,01/12/2012,424,16,
1938,"Medical, Dentist",,01/01/2012,01/01/2014,2523,16,2091.0
1939,"Unknown, BNIW_Null",,01/01/2012,01/01/2013,943,16,2091.0
1940,"Trades, Builder: Residential",,01/01/2012,01/01/2013,2620,16,1603.0
1941,"Information Technology, Internet Marketing",,01/02/2012,01/02/2013,2404,16,2091.0
1942,"Information Technology, Web Development",,01/03/2012,01/03/2015,1218,16,277.0
1943,"Travel, Travel Agent/Consultant",,01/03/2012,01/03/2015,2540,16,201.0
1944,"Telecommunications, Telecommunications Systems",,01/03/2012,01/03/2013,1308,16,2142.0
1945,"Engineering, Structural Engineer",,01/04/2012,01/04/2013,1833,16,2404.0
1946,"Accounting, Accountant",,01/04/2012,01/07/2017,2103,16,2091.0
1947,"Cleaning, Commercial Cleaning",,01/05/2012,01/05/2013,129,16,1308.0
1948,"Food/Beverages, Chef",,01/05/2012,01/06/2014,2124,16,2091.0
1949,"Trades, Flooring and Carpets",,01/05/2012,01/05/2013,1814,16,2620.0
1950,"Unknown, BNIW_Null",,01/06/2012,01/06/2013,2489,16,2681.0
1951,"Medical, Chiropractor",,01/06/2012,01/06/2013,511,16,2681.0
1952,"Financial, Merchant Services /Payment Processing",,01/06/2012,01/06/2013,348,16,1603.0
1953,"Medical, Aesthetic/Cosmetic Medicine",,03/07/2012,01/08/2013,627,16,
1954,"Trades, Renovations-Remodeling",,01/08/2012,01/08/2013,2211,16,597.0
1955,"Health & Wellness, Meditation, Yoga",,01/08/2012,01/08/2014,2870,16,
1956,"Unknown, BNIW_Null",,01/08/2012,01/08/2013,1374,16,2681.0
1957,"Health & Wellness, Massage Therapist",,01/08/2012,01/08/2014,2155,16,
1958,"Real Estate, Real Estate Sales Representative Residential",,01/09/2012,01/09/2018,1790,16,2091.0
1959,"Event Planning, Event Planner",,01/09/2012,01/09/2013,896,16,2693.0
1960,"Legal, Lawyer Real Estate",,01/09/2012,01/09/2015,238,16,
1961,"Insurance, Property & Casualty Insurance",,01/10/2012,01/10/2018,850,16,2091.0
